Region/Country/Area,,Year,Series,Value
660,Anguilla,2004,Life expectancy at birth for both sexes (years),78.88
660,Anguilla,2004,Life expectancy at birth for males (years),76.52
660,Anguilla,2004,Life expectancy at birth for females (years),81.11
660,Anguilla,2005,Population annual rate of increase (percent),2.646
660,Anguilla,2005,Total fertility rate (children per women),1.84
660,Anguilla,2006,Total fertility rate (children per women),2
660,Anguilla,2010,Population annual rate of increase (percent),1.714
660,Anguilla,2015,Population annual rate of increase (percent),1.193
28,Antigua and Barbuda,2005,Population annual rate of increase (percent),1.386
28,Antigua and Barbuda,2005,Total fertility rate (children per women),2.16
28,Antigua and Barbuda,2005,"Infant mortality for both sexes (per 1,000 live births)",11.476
28,Antigua and Barbuda,2005,Life expectancy at birth for both sexes (years),74.5
28,Antigua and Barbuda,2005,Life expectancy at birth for males (years),73.02
28,Antigua and Barbuda,2005,Life expectancy at birth for females (years),75.86
28,Antigua and Barbuda,2010,Population annual rate of increase (percent),1.55
28,Antigua and Barbuda,2010,Total fertility rate (children per women),2
28,Antigua and Barbuda,2010,"Infant mortality for both sexes (per 1,000 live births)",8.95
28,Antigua and Barbuda,2010,Life expectancy at birth for both sexes (years),75.463
28,Antigua and Barbuda,2010,Life expectancy at birth for males (years),74.06
28,Antigua and Barbuda,2010,Life expectancy at birth for females (years),76.76
28,Antigua and Barbuda,2015,Population annual rate of increase (percent),1.22
28,Antigua and Barbuda,2015,Total fertility rate (children per women),2
28,Antigua and Barbuda,2015,"Infant mortality for both sexes (per 1,000 live births)",6.794
28,Antigua and Barbuda,2015,Life expectancy at birth for both sexes (years),76.138
28,Antigua and Barbuda,2015,Life expectancy at birth for males (years),74.79
28,Antigua and Barbuda,2015,Life expectancy at birth for females (years),77.42
32,Argentina,2005,Population annual rate of increase (percent),1.068
32,Argentina,2005,Total fertility rate (children per women),2.48
32,Argentina,2005,"Infant mortality for both sexes (per 1,000 live births)",16.749
32,Argentina,2005,"Maternal mortality ratio (deaths per 100,000 population)",58.402
32,Argentina,2005,Life expectancy at birth for both sexes (years),74.018
32,Argentina,2005,Life expectancy at birth for males (years),70.57
32,Argentina,2005,Life expectancy at birth for females (years),77.41
32,Argentina,2010,Population annual rate of increase (percent),1.004
32,Argentina,2010,Total fertility rate (children per women),2.37
32,Argentina,2010,"Infant mortality for both sexes (per 1,000 live births)",14.211
32,Argentina,2010,"Maternal mortality ratio (deaths per 100,000 population)",57.8036
32,Argentina,2010,Life expectancy at birth for both sexes (years),74.868
32,Argentina,2010,Life expectancy at birth for males (years),71.43
32,Argentina,2010,Life expectancy at birth for females (years),78.24
32,Argentina,2015,Population annual rate of increase (percent),1.039
32,Argentina,2015,Total fertility rate (children per women),2.33
32,Argentina,2015,"Infant mortality for both sexes (per 1,000 live births)",12.056
32,Argentina,2015,"Maternal mortality ratio (deaths per 100,000 population)",52.3877
32,Argentina,2015,Life expectancy at birth for both sexes (years),75.675
32,Argentina,2015,Life expectancy at birth for males (years),72.23
32,Argentina,2015,Life expectancy at birth for females (years),79.04
51,Armenia,2005,Population annual rate of increase (percent),-0.584
51,Armenia,2005,Total fertility rate (children per women),1.65
51,Armenia,2005,"Infant mortality for both sexes (per 1,000 live births)",27.054
51,Armenia,2005,"Maternal mortality ratio (deaths per 100,000 population)",39.697
51,Armenia,2005,Life expectancy at birth for both sexes (years),72.369
51,Armenia,2005,Life expectancy at birth for males (years),69.1
51,Armenia,2005,Life expectancy at birth for females (years),75.33
51,Armenia,2010,Population annual rate of increase (percent),-0.71
51,Armenia,2010,Total fertility rate (children per women),1.72
51,Armenia,2010,"Infant mortality for both sexes (per 1,000 live births)",20.988
51,Armenia,2010,"Maternal mortality ratio (deaths per 100,000 population)",33.3368
51,Armenia,2010,Life expectancy at birth for both sexes (years),72.739
51,Armenia,2010,Life expectancy at birth for males (years),69.36
51,Armenia,2010,Life expectancy at birth for females (years),75.84
51,Armenia,2015,Population annual rate of increase (percent),0.333
51,Armenia,2015,Total fertility rate (children per women),1.7202
51,Armenia,2015,"Infant mortality for both sexes (per 1,000 live births)",13.229
51,Armenia,2015,"Maternal mortality ratio (deaths per 100,000 population)",25.3261
51,Armenia,2015,Life expectancy at birth for both sexes (years),73.988
51,Armenia,2015,Life expectancy at birth for males (years),70.64
51,Armenia,2015,Life expectancy at birth for females (years),77.03
533,Aruba,2005,Population annual rate of increase (percent),1.923
533,Aruba,2005,Total fertility rate (children per women),1.8162
533,Aruba,2005,"Infant mortality for both sexes (per 1,000 live births)",17.774
533,Aruba,2005,Life expectancy at birth for both sexes (years),73.971
533,Aruba,2005,Life expectancy at birth for males (years),71.51
533,Aruba,2005,Life expectancy at birth for females (years),76.39
533,Aruba,2010,Population annual rate of increase (percent),0.324
533,Aruba,2010,Total fertility rate (children per women),1.76
533,Aruba,2010,"Infant mortality for both sexes (per 1,000 live births)",16.179
533,Aruba,2010,Life expectancy at birth for both sexes (years),74.669
533,Aruba,2010,Life expectancy at birth for males (years),72.18
533,Aruba,2010,Life expectancy at birth for females (years),77.09
533,Aruba,2015,Population annual rate of increase (percent),0.52
533,Aruba,2015,Total fertility rate (children per women),1.8
533,Aruba,2015,"Infant mortality for both sexes (per 1,000 live births)",14.784
533,Aruba,2015,Life expectancy at birth for both sexes (years),75.369
533,Aruba,2015,Life expectancy at birth for males (years),72.86
533,Aruba,2015,Life expectancy at birth for females (years),77.76
36,Australia,2005,Population annual rate of increase (percent),1.213
36,Australia,2005,Total fertility rate (children per women),1.7739
36,Australia,2005,"Infant mortality for both sexes (per 1,000 live births)",4.941
36,Australia,2005,"Maternal mortality ratio (deaths per 100,000 population)",6.9282
36,Australia,2005,Life expectancy at birth for both sexes (years),80.336
36,Australia,2005,Life expectancy at birth for males (years),77.81
36,Australia,2005,Life expectancy at birth for females (years),82.84
36,Australia,2010,Population annual rate of increase (percent),1.869
36,Australia,2010,Total fertility rate (children per women),1.9525
36,Australia,2010,"Infant mortality for both sexes (per 1,000 live births)",4.406
36,Australia,2010,"Maternal mortality ratio (deaths per 100,000 population)",6.472
36,Australia,2010,Life expectancy at birth for both sexes (years),81.476
36,Australia,2010,Life expectancy at birth for males (years),79.19
36,Australia,2010,Life expectancy at birth for females (years),83.77
36,Australia,2015,Population annual rate of increase (percent),1.544
36,Australia,2015,Total fertility rate (children per women),1.885
36,Australia,2015,"Infant mortality for both sexes (per 1,000 live births)",3.627
36,Australia,2015,"Maternal mortality ratio (deaths per 100,000 population)",5.9488
36,Australia,2015,Life expectancy at birth for both sexes (years),82.363
36,Australia,2015,Life expectancy at birth for males (years),80.28
36,Australia,2015,Life expectancy at birth for females (years),84.45
40,Austria,2005,Population annual rate of increase (percent),0.452
40,Austria,2005,Total fertility rate (children per women),1.3796
40,Austria,2005,"Infant mortality for both sexes (per 1,000 live births)",4.473
40,Austria,2005,"Maternal mortality ratio (deaths per 100,000 population)",4.5033
40,Austria,2005,Life expectancy at birth for both sexes (years),78.92
40,Austria,2005,Life expectancy at birth for males (years),75.9
40,Austria,2005,Life expectancy at birth for females (years),81.7
40,Austria,2010,Population annual rate of increase (percent),0.375
40,Austria,2010,Total fertility rate (children per women),1.3993
40,Austria,2010,"Infant mortality for both sexes (per 1,000 live births)",3.764
40,Austria,2010,"Maternal mortality ratio (deaths per 100,000 population)",4.019
40,Austria,2010,Life expectancy at birth for both sexes (years),80.13
40,Austria,2010,Life expectancy at birth for males (years),77.3
40,Austria,2010,Life expectancy at birth for females (years),82.79
40,Austria,2015,Population annual rate of increase (percent),0.629
40,Austria,2015,Total fertility rate (children per women),1.4488
40,Austria,2015,"Infant mortality for both sexes (per 1,000 live births)",3.33
40,Austria,2015,"Maternal mortality ratio (deaths per 100,000 population)",3.8028
40,Austria,2015,Life expectancy at birth for both sexes (years),80.986
40,Austria,2015,Life expectancy at birth for males (years),78.37
40,Austria,2015,Life expectancy at birth for females (years),83.48
31,Azerbaijan,2005,Population annual rate of increase (percent),0.999
31,Azerbaijan,2005,Total fertility rate (children per women),1.9
31,Azerbaijan,2005,"Infant mortality for both sexes (per 1,000 live births)",54.172
31,Azerbaijan,2005,"Maternal mortality ratio (deaths per 100,000 population)",34.3875
31,Azerbaijan,2005,Life expectancy at birth for both sexes (years),67.438
31,Azerbaijan,2005,Life expectancy at birth for males (years),64.57
31,Azerbaijan,2005,Life expectancy at birth for females (years),70.28
31,Azerbaijan,2010,Population annual rate of increase (percent),1.125
31,Azerbaijan,2010,Total fertility rate (children per women),1.83
31,Azerbaijan,2010,"Infant mortality for both sexes (per 1,000 live births)",40.701
31,Azerbaijan,2010,"Maternal mortality ratio (deaths per 100,000 population)",27.1828
31,Azerbaijan,2010,Life expectancy at birth for both sexes (years),70.095
31,Azerbaijan,2010,Life expectancy at birth for males (years),66.87
31,Azerbaijan,2010,Life expectancy at birth for females (years),73.35
31,Azerbaijan,2015,Population annual rate of increase (percent),1.266
31,Azerbaijan,2015,Total fertility rate (children per women),2.09
31,Azerbaijan,2015,"Infant mortality for both sexes (per 1,000 live births)",31.389
31,Azerbaijan,2015,"Maternal mortality ratio (deaths per 100,000 population)",25.0686
31,Azerbaijan,2015,Life expectancy at birth for both sexes (years),71.568
31,Azerbaijan,2015,Life expectancy at birth for males (years),68.58
31,Azerbaijan,2015,Life expectancy at birth for females (years),74.55
44,Bahamas,2005,Population annual rate of increase (percent),1.722
44,Bahamas,2005,Total fertility rate (children per women),1.87
44,Bahamas,2005,"Infant mortality for both sexes (per 1,000 live births)",13.052
44,Bahamas,2005,"Maternal mortality ratio (deaths per 100,000 population)",74.3883
44,Bahamas,2005,Life expectancy at birth for both sexes (years),71.995
44,Bahamas,2005,Life expectancy at birth for males (years),68.95
44,Bahamas,2005,Life expectancy at birth for females (years),74.97
44,Bahamas,2010,Population annual rate of increase (percent),1.771
44,Bahamas,2010,Total fertility rate (children per women),1.91
44,Bahamas,2010,"Infant mortality for both sexes (per 1,000 live births)",11.28
44,Bahamas,2010,"Maternal mortality ratio (deaths per 100,000 population)",85.2706
44,Bahamas,2010,Life expectancy at birth for both sexes (years),72.008
44,Bahamas,2010,Life expectancy at birth for males (years),69.31
44,Bahamas,2010,Life expectancy at birth for females (years),74.65
44,Bahamas,2015,Population annual rate of increase (percent),1.057
44,Bahamas,2015,Total fertility rate (children per women),1.81
44,Bahamas,2015,"Infant mortality for both sexes (per 1,000 live births)",8.022
44,Bahamas,2015,"Maternal mortality ratio (deaths per 100,000 population)",80.0141
44,Bahamas,2015,Life expectancy at birth for both sexes (years),72.466
44,Bahamas,2015,Life expectancy at birth for males (years),70.08
44,Bahamas,2015,Life expectancy at birth for females (years),74.79
48,Bahrain,2005,Population annual rate of increase (percent),5.822
48,Bahrain,2005,Total fertility rate (children per women),2.65
48,Bahrain,2005,"Infant mortality for both sexes (per 1,000 live births)",9.758
48,Bahrain,2005,"Maternal mortality ratio (deaths per 100,000 population)",19.9219
48,Bahrain,2005,Life expectancy at birth for both sexes (years),74.92
48,Bahrain,2005,Life expectancy at birth for males (years),74.18
48,Bahrain,2005,Life expectancy at birth for females (years),75.85
48,Bahrain,2010,Population annual rate of increase (percent),6.666
48,Bahrain,2010,Total fertility rate (children per women),2.25
48,Bahrain,2010,"Infant mortality for both sexes (per 1,000 live births)",7.949
48,Bahrain,2010,"Maternal mortality ratio (deaths per 100,000 population)",16.268
48,Bahrain,2010,Life expectancy at birth for both sexes (years),75.689
48,Bahrain,2010,Life expectancy at birth for males (years),74.91
48,Bahrain,2010,Life expectancy at birth for females (years),76.7
48,Bahrain,2015,Population annual rate of increase (percent),2.007
48,Bahrain,2015,Total fertility rate (children per women),2.12
48,Bahrain,2015,"Infant mortality for both sexes (per 1,000 live births)",6.908
48,Bahrain,2015,"Maternal mortality ratio (deaths per 100,000 population)",15.1812
48,Bahrain,2015,Life expectancy at birth for both sexes (years),76.41
48,Bahrain,2015,Life expectancy at birth for males (years),75.61
48,Bahrain,2015,Life expectancy at birth for females (years),77.46
50,Bangladesh,2005,Population annual rate of increase (percent),1.708
50,Bangladesh,2005,Total fertility rate (children per women),2.9356
50,Bangladesh,2005,"Infant mortality for both sexes (per 1,000 live births)",55.476
50,Bangladesh,2005,"Maternal mortality ratio (deaths per 100,000 population)",318.5664
50,Bangladesh,2005,Life expectancy at birth for both sexes (years),66.601
50,Bangladesh,2005,Life expectancy at birth for males (years),65.95
50,Bangladesh,2005,Life expectancy at birth for females (years),67.34
50,Bangladesh,2010,Population annual rate of increase (percent),1.192
50,Bangladesh,2010,Total fertility rate (children per women),2.4821
50,Bangladesh,2010,"Infant mortality for both sexes (per 1,000 live births)",43.315
50,Bangladesh,2010,"Maternal mortality ratio (deaths per 100,000 population)",242.4396
50,Bangladesh,2010,Life expectancy at birth for both sexes (years),68.834
50,Bangladesh,2010,Life expectancy at birth for males (years),67.83
50,Bangladesh,2010,Life expectancy at birth for females (years),69.99
50,Bangladesh,2015,Population annual rate of increase (percent),1.143
50,Bangladesh,2015,Total fertility rate (children per women),2.2115
50,Bangladesh,2015,"Infant mortality for both sexes (per 1,000 live births)",33.154
50,Bangladesh,2015,"Maternal mortality ratio (deaths per 100,000 population)",176.1376
50,Bangladesh,2015,Life expectancy at birth for both sexes (years),70.792
50,Bangladesh,2015,Life expectancy at birth for males (years),69.43
50,Bangladesh,2015,Life expectancy at birth for females (years),72.38
52,Barbados,2005,Population annual rate of increase (percent),0.352
52,Barbados,2005,Total fertility rate (children per women),1.8
52,Barbados,2005,"Infant mortality for both sexes (per 1,000 live births)",12.959
52,Barbados,2005,"Maternal mortality ratio (deaths per 100,000 population)",39.5225
52,Barbados,2005,Life expectancy at birth for both sexes (years),77.627
52,Barbados,2005,Life expectancy at birth for males (years),75.87
52,Barbados,2005,Life expectancy at birth for females (years),79.28
52,Barbados,2010,Population annual rate of increase (percent),0.416
52,Barbados,2010,Total fertility rate (children per women),1.75
52,Barbados,2010,"Infant mortality for both sexes (per 1,000 live births)",12.577
52,Barbados,2010,"Maternal mortality ratio (deaths per 100,000 population)",32.7648
52,Barbados,2010,Life expectancy at birth for both sexes (years),78.112
52,Barbados,2010,Life expectancy at birth for males (years),76.48
52,Barbados,2010,Life expectancy at birth for females (years),79.65
52,Barbados,2015,Population annual rate of increase (percent),0.225
52,Barbados,2015,Total fertility rate (children per women),1.63
52,Barbados,2015,"Infant mortality for both sexes (per 1,000 live births)",11.464
52,Barbados,2015,"Maternal mortality ratio (deaths per 100,000 population)",27.1644
52,Barbados,2015,Life expectancy at birth for both sexes (years),78.603
52,Barbados,2015,Life expectancy at birth for males (years),77.12
52,Barbados,2015,Life expectancy at birth for females (years),79.98
112,Belarus,2005,Population annual rate of increase (percent),-0.637
112,Belarus,2005,Total fertility rate (children per women),1.2551
112,Belarus,2005,"Infant mortality for both sexes (per 1,000 live births)",9.587
112,Belarus,2005,"Maternal mortality ratio (deaths per 100,000 population)",13.0184
112,Belarus,2005,Life expectancy at birth for both sexes (years),67.832
112,Belarus,2005,Life expectancy at birth for males (years),62.32
112,Belarus,2005,Life expectancy at birth for females (years),73.65
112,Belarus,2010,Population annual rate of increase (percent),-0.298
112,Belarus,2010,Total fertility rate (children per women),1.4423
112,Belarus,2010,"Infant mortality for both sexes (per 1,000 live births)",6.268
112,Belarus,2010,"Maternal mortality ratio (deaths per 100,000 population)",5.1647
112,Belarus,2010,Life expectancy at birth for both sexes (years),69.259
112,Belarus,2010,Life expectancy at birth for males (years),63.56
112,Belarus,2010,Life expectancy at birth for females (years),75.19
112,Belarus,2015,Population annual rate of increase (percent),0.04
112,Belarus,2015,Total fertility rate (children per women),1.6489
112,Belarus,2015,"Infant mortality for both sexes (per 1,000 live births)",3.43
112,Belarus,2015,"Maternal mortality ratio (deaths per 100,000 population)",4.2593
112,Belarus,2015,Life expectancy at birth for both sexes (years),72.446
112,Belarus,2015,Life expectancy at birth for males (years),66.84
112,Belarus,2015,Life expectancy at birth for females (years),77.95
56,Belgium,2005,Population annual rate of increase (percent),0.509
56,Belgium,2005,Total fertility rate (children per women),1.6836
56,Belgium,2005,"Infant mortality for both sexes (per 1,000 live births)",4.221
56,Belgium,2005,"Maternal mortality ratio (deaths per 100,000 population)",7.6134
56,Belgium,2005,Life expectancy at birth for both sexes (years),78.375
56,Belgium,2005,Life expectancy at birth for males (years),75.34
56,Belgium,2005,Life expectancy at birth for females (years),81.36
56,Belgium,2010,Population annual rate of increase (percent),0.73
56,Belgium,2010,Total fertility rate (children per women),1.821
56,Belgium,2010,"Infant mortality for both sexes (per 1,000 live births)",3.826
56,Belgium,2010,"Maternal mortality ratio (deaths per 100,000 population)",7.6233
56,Belgium,2010,Life expectancy at birth for both sexes (years),79.57
56,Belgium,2010,Life expectancy at birth for males (years),76.79
56,Belgium,2010,Life expectancy at birth for females (years),82.27
56,Belgium,2015,Population annual rate of increase (percent),0.628
56,Belgium,2015,Total fertility rate (children per women),1.7807
56,Belgium,2015,"Infant mortality for both sexes (per 1,000 live births)",3.456
56,Belgium,2015,"Maternal mortality ratio (deaths per 100,000 population)",6.9711
56,Belgium,2015,Life expectancy at birth for both sexes (years),80.524
56,Belgium,2015,Life expectancy at birth for males (years),77.97
56,Belgium,2015,Life expectancy at birth for females (years),83
84,Belize,2005,Population annual rate of increase (percent),2.752
84,Belize,2005,Total fertility rate (children per women),3.35
84,Belize,2005,"Infant mortality for both sexes (per 1,000 live births)",20.154
84,Belize,2005,"Maternal mortality ratio (deaths per 100,000 population)",51.6498
84,Belize,2005,Life expectancy at birth for both sexes (years),69.58
84,Belize,2005,Life expectancy at birth for males (years),66.94
84,Belize,2005,Life expectancy at birth for females (years),72.49
84,Belize,2010,Population annual rate of increase (percent),2.555
84,Belize,2010,Total fertility rate (children per women),2.84
84,Belize,2010,"Infant mortality for both sexes (per 1,000 live births)",17.296
84,Belize,2010,"Maternal mortality ratio (deaths per 100,000 population)",37.3923
84,Belize,2010,Life expectancy at birth for both sexes (years),70.689
84,Belize,2010,Life expectancy at birth for males (years),68
84,Belize,2010,Life expectancy at birth for females (years),73.6
84,Belize,2015,Population annual rate of increase (percent),2.254
84,Belize,2015,Total fertility rate (children per women),2.58
84,Belize,2015,"Infant mortality for both sexes (per 1,000 live births)",14.981
84,Belize,2015,"Maternal mortality ratio (deaths per 100,000 population)",27.7005
84,Belize,2015,Life expectancy at birth for both sexes (years),73.403
84,Belize,2015,Life expectancy at birth for males (years),71.08
84,Belize,2015,Life expectancy at birth for females (years),75.96
204,Benin,2005,Population annual rate of increase (percent),3.013
204,Benin,2005,Total fertility rate (children per women),5.7841
204,Benin,2005,"Infant mortality for both sexes (per 1,000 live births)",84.027
204,Benin,2005,"Maternal mortality ratio (deaths per 100,000 population)",501.9864
204,Benin,2005,Life expectancy at birth for both sexes (years),56.183
204,Benin,2005,Life expectancy at birth for males (years),54.6
204,Benin,2005,Life expectancy at birth for females (years),57.69
204,Benin,2010,Population annual rate of increase (percent),2.838
204,Benin,2010,Total fertility rate (children per women),5.4949
204,Benin,2010,"Infant mortality for both sexes (per 1,000 live births)",74.505
204,Benin,2010,"Maternal mortality ratio (deaths per 100,000 population)",446.3111
204,Benin,2010,Life expectancy at birth for both sexes (years),58.56
204,Benin,2010,Life expectancy at birth for males (years),57.1
204,Benin,2010,Life expectancy at birth for females (years),59.96
204,Benin,2015,Population annual rate of increase (percent),2.789
204,Benin,2015,Total fertility rate (children per women),5.2202
204,Benin,2015,"Infant mortality for both sexes (per 1,000 live births)",67.66
204,Benin,2015,"Maternal mortality ratio (deaths per 100,000 population)",404.9432
204,Benin,2015,Life expectancy at birth for both sexes (years),59.931
204,Benin,2015,Life expectancy at birth for males (years),58.46
204,Benin,2015,Life expectancy at birth for females (years),61.36
60,Bermuda,2005,Population annual rate of increase (percent),0.337
60,Bermuda,2005,Total fertility rate (children per women),1.828
60,Bermuda,2010,Population annual rate of increase (percent),-0.363
60,Bermuda,2010,Total fertility rate (children per women),1.744
60,Bermuda,2010,Life expectancy at birth for both sexes (years),79.29
60,Bermuda,2010,Life expectancy at birth for males (years),76.93
60,Bermuda,2010,Life expectancy at birth for females (years),82.29
60,Bermuda,2015,Population annual rate of increase (percent),-0.619
60,Bermuda,2015,Total fertility rate (children per women),1.45
60,Bermuda,2015,Life expectancy at birth for males (years),77.3
60,Bermuda,2015,Life expectancy at birth for females (years),84.91
60,Bermuda,2016,Total fertility rate (children per women),1.496
60,Bermuda,2016,Life expectancy at birth for males (years),77.51
60,Bermuda,2016,Life expectancy at birth for females (years),85.13
64,Bhutan,2005,Population annual rate of increase (percent),1.864
64,Bhutan,2005,Total fertility rate (children per women),3.1
64,Bhutan,2005,"Infant mortality for both sexes (per 1,000 live births)",51.909
64,Bhutan,2005,"Maternal mortality ratio (deaths per 100,000 population)",308.0341
64,Bhutan,2005,Life expectancy at birth for both sexes (years),63.189
64,Bhutan,2005,Life expectancy at birth for males (years),62.89
64,Bhutan,2005,Life expectancy at birth for females (years),63.47
64,Bhutan,2010,Population annual rate of increase (percent),1.102
64,Bhutan,2010,Total fertility rate (children per women),2.55
64,Bhutan,2010,"Infant mortality for both sexes (per 1,000 live births)",39.488
64,Bhutan,2010,"Maternal mortality ratio (deaths per 100,000 population)",204.4612
64,Bhutan,2010,Life expectancy at birth for both sexes (years),67.047
64,Bhutan,2010,Life expectancy at birth for males (years),66.79
64,Bhutan,2010,Life expectancy at birth for females (years),67.29
64,Bhutan,2015,Population annual rate of increase (percent),1.2
64,Bhutan,2015,Total fertility rate (children per women),2.12
64,Bhutan,2015,"Infant mortality for both sexes (per 1,000 live births)",30.465
64,Bhutan,2015,"Maternal mortality ratio (deaths per 100,000 population)",147.8948
64,Bhutan,2015,Life expectancy at birth for both sexes (years),69.409
